model,idx,bks,pred,gap_pct,miss,over,rout,mcap,time,prec,total,feasible
rslora_v4_ck150,182,2309,2309,,0,0,0,0,0,0,0,True
rslora_v4_ck150,183,490,517,,0,0,0,0,0,0,0,True
rslora_v4_ck150,184,383,385,,0,0,0,0,0,0,0,True
rslora_v4_ck150,185,140,143,,0,0,0,0,0,0,0,True
rslora_v4_ck150,186,1599,1826,,0,0,0,0,0,0,0,True
rslora_v4_ck150,187,829,859,,0,0,0,0,0,0,0,True
rslora_v4_ck150,188,1564,1754,,0,0,0,0,0,0,0,True
rslora_v4_ck150,189,1682,1834,,0,0,0,0,0,0,0,True
rslora_v4_ck150,190,1375,1400,,0,0,0,0,0,0,0,True
rslora_v4_ck150,191,817,934,,0,0,0,0,0,0,0,True
rslora_v4_ck150,192,1458,1576,,0,0,0,0,0,0,0,True
rslora_v4_ck150,193,543,543,,0,0,0,0,0,0,0,True
rslora_v4_ck150,194,1121,1121,,0,0,0,0,0,0,0,True
rslora_v4_ck150,195,1243,1545,,0,0,0,0,0,0,0,True
rslora_v4_ck150,196,861,878,,0,0,0,0,0,0,0,True
rslora_v4_ck150,197,360,403,,0,0,0,0,0,0,0,True
rslora_v4_ck150,198,2965,3304,,1,0,2,0,1,0,4,False
rslora_v4_ck150,199,431,475,,0,0,0,0,0,0,0,True
rslora_v4_ck200,0,1972,2061,,0,0,0,0,0,0,0,True
rslora_v4_ck200,1,120,120,,0,0,0,0,0,0,0,True
rslora_v4_ck200,2,76,76,,0,0,0,0,0,0,0,True
rslora_v4_ck200,3,2320,2320,,0,0,0,0,0,0,0,True
rslora_v4_ck200,4,2464,2464,,0,0,0,0,0,0,0,True
rslora_v4_ck200,5,1165,1357,,0,0,0,0,0,0,0,True
rslora_v4_ck200,6,1160,1205,,0,0,0,0,0,0,0,True
rslora_v4_ck200,7,673,673,,0,0,0,0,0,0,0,True
rslora_v4_ck200,8,1335,1404,,0,0,0,0,0,0,0,True
rslora_v4_ck200,9,90,100,,0,0,0,0,0,0,0,True
rslora_v4_ck200,10,939,1002,,0,0,0,0,0,0,0,True
rslora_v4_ck200,11,741,741,,0,0,0,0,0,0,0,True
rslora_v4_ck200,12,92,92,,0,0,0,0,0,0,0,True
rslora_v4_ck200,13,4009,4465,,0,0,0,0,0,0,0,True
rslora_v4_ck200,14,1258,1342,,0,0,0,0,0,0,0,True
rslora_v4_ck200,15,1290,1390,,0,0,0,0,0,0,0,True
rslora_v4_ck200,16,1715,1921,,0,0,0,0,0,0,0,True
rslora_v4_ck200,17,1913,1913,,0,0,0,0,0,0,0,True
rslora_v4_ck200,18,571,571,,0,0,0,0,0,0,0,True
rslora_v4_ck200,19,2377,2377,,0,0,0,0,0,0,0,True
rslora_v4_ck200,20,1375,1375,,0,0,0,0,0,0,0,True
rslora_v4_ck200,21,1166,1166,,0,0,0,0,0,0,0,True
rslora_v4_ck200,22,2331,2640,,0,0,0,0,0,0,0,True
rslora_v4_ck200,23,1641,1679,,0,0,0,0,0,0,0,True
rslora_v4_ck200,24,868,868,,0,0,0,0,0,0,0,True
rslora_v4_ck200,25,1462,1462,,0,0,0,0,0,0,0,True
rslora_v4_ck200,26,3228,3651,,0,0,0,0,0,0,0,True
rslora_v4_ck200,27,1926,2256,,0,0,0,0,0,0,0,True
rslora_v4_ck200,28,1303,1336,,0,0,0,0,0,0,0,True
rslora_v4_ck200,29,1541,1629,,0,0,0,0,0,0,0,True
rslora_v4_ck200,30,2579,2704,,0,0,0,0,0,0,0,True
rslora_v4_ck200,31,1364,1633,,0,0,0,0,0,0,0,True
rslora_v4_ck200,32,817,817,,0,0,0,0,0,0,0,True
rslora_v4_ck200,33,2440,2440,,0,0,0,0,0,0,0,True
rslora_v4_ck200,34,1161,1331,,0,0,0,0,0,0,0,True
rslora_v4_ck200,35,567,573,,0,0,0,0,0,0,0,True
rslora_v4_ck200,36,2848,3009,,0,0,0,0,0,0,0,True
rslora_v4_ck200,37,955,1036,,0,0,0,0,0,0,0,True
rslora_v4_ck200,38,1257,1291,,0,0,0,0,0,0,0,True
rslora_v4_ck200,39,670,670,,0,0,0,0,0,0,0,True
rslora_v4_ck200,40,2019,2210,,0,0,0,0,0,0,0,True
rslora_v4_ck200,41,2732,2732,,0,0,0,0,0,0,0,True
rslora_v4_ck200,42,1993,2219,,0,0,0,0,0,0,0,True
rslora_v4_ck200,43,284,284,,0,0,0,0,0,0,0,True
rslora_v4_ck200,44,1289,1345,,0,0,0,0,0,0,0,True
rslora_v4_ck200,45,945,951,,0,0,0,0,0,0,0,True
rslora_v4_ck200,46,1921,2065,,0,0,0,0,0,0,0,True
rslora_v4_ck200,47,1664,1777,,0,0,0,0,0,0,0,True
rslora_v4_ck200,48,135,135,,0,0,0,0,0,0,0,True
rslora_v4_ck200,49,824,824,,0,0,0,0,0,0,0,True
rslora_v4_ck200,50,2367,4383,,0,189,21,111,11,13,345,False
rslora_v4_ck200,51,981,1039,,0,0,0,0,0,0,0,True
rslora_v4_ck200,52,2122,2308,,0,0,0,0,0,0,0,True
rslora_v4_ck200,53,694,694,,0,0,0,0,0,0,0,True
rslora_v4_ck200,54,1806,2016,,0,0,0,0,0,0,0,True
rslora_v4_ck200,55,143,165,,0,0,0,0,0,0,0,True
rslora_v4_ck200,56,2288,2587,,0,0,0,0,0,0,0,True
rslora_v4_ck200,57,592,610,,0,0,0,0,0,0,0,True
rslora_v4_ck200,58,198,216,,0,0,0,0,0,0,0,True
rslora_v4_ck200,59,586,607,,0,0,0,0,0,0,0,True
rslora_v4_ck200,60,165,165,,0,0,0,0,0,0,0,True
rslora_v4_ck200,61,164,164,,0,0,0,0,0,0,0,True
rslora_v4_ck200,62,1916,2135,,0,0,0,1,0,0,1,False
rslora_v4_ck200,63,496,503,,0,0,0,0,0,0,0,True
rslora_v4_ck200,64,1157,1157,,0,0,0,0,0,0,0,True
rslora_v4_ck200,65,2645,2892,,0,0,0,0,0,0,0,True
rslora_v4_ck200,66,1007,1007,,0,0,0,0,0,0,0,True
rslora_v4_ck200,67,716,750,,0,0,0,0,0,0,0,True
rslora_v4_ck200,68,872,4287,,0,196,2,8,10,0,216,False
rslora_v4_ck200,69,1286,4883,,0,193,2,62,9,0,266,False
rslora_v4_ck200,70,1834,2086,,0,0,0,0,0,0,0,True
rslora_v4_ck200,71,3031,3294,,0,0,0,0,0,0,0,True
rslora_v4_ck200,72,1869,2159,,0,0,0,0,0,0,0,True
rslora_v4_ck200,73,496,612,,0,0,0,0,0,0,0,True
rslora_v4_ck200,74,731,731,,0,0,0,0,0,0,0,True
rslora_v4_ck200,75,2569,2729,,0,0,0,0,0,0,0,True
rslora_v4_ck200,76,877,877,,0,0,0,0,0,0,0,True
rslora_v4_ck200,77,1879,2033,,0,0,0,0,0,0,0,True
rslora_v4_ck200,78,947,1046,,0,0,0,0,0,0,0,True
rslora_v4_ck200,79,789,884,,0,0,0,0,0,0,0,True
rslora_v4_ck200,80,655,683,,0,0,0,0,0,0,0,True
rslora_v4_ck200,81,1314,1387,,0,0,0,0,0,0,0,True
rslora_v4_ck200,82,279,315,,0,0,0,0,0,0,0,True
rslora_v4_ck200,83,2281,2331,,0,0,0,0,0,0,0,True
rslora_v4_ck200,84,551,551,,0,0,0,0,0,0,0,True
rslora_v4_ck200,85,1807,1807,,0,0,0,0,0,0,0,True
rslora_v4_ck200,86,860,860,,0,0,0,0,0,0,0,True
rslora_v4_ck200,87,3023,3495,,0,0,0,0,0,0,0,True
rslora_v4_ck200,88,1125,1125,,0,0,0,0,0,0,0,True
rslora_v4_ck200,89,1806,1806,,0,0,0,0,0,0,0,True
rslora_v4_ck200,90,873,873,,0,0,0,0,0,0,0,True
rslora_v4_ck200,91,2023,2116,,0,0,0,0,0,0,0,True
rslora_v4_ck200,92,939,1084,,0,0,0,0,0,0,0,True
rslora_v4_ck200,93,328,328,,0,0,0,0,0,0,0,True
rslora_v4_ck200,94,519,547,,0,0,0,0,0,0,0,True
rslora_v4_ck200,95,193,193,,0,0,0,0,0,0,0,True
rslora_v4_ck200,96,72,72,,0,0,0,0,0,0,0,True
rslora_v4_ck200,97,419,419,,0,0,0,0,0,0,0,True
rslora_v4_ck200,98,499,566,,0,0,0,0,0,0,0,True
rslora_v4_ck200,99,1806,1806,,0,0,0,0,0,0,0,True
rslora_v4_ck200,100,1356,1356,,0,0,0,0,0,0,0,True
rslora_v4_ck200,101,536,559,,0,0,0,0,0,0,0,True
rslora_v4_ck200,102,987,987,,0,0,0,0,0,0,0,True
rslora_v4_ck200,103,2179,2733,,0,0,0,0,0,0,0,True
rslora_v4_ck200,104,1236,1309,,0,0,0,0,0,0,0,True
rslora_v4_ck200,105,2102,2168,,0,0,0,0,0,0,0,True
rslora_v4_ck200,106,1037,1037,,0,0,0,0,0,0,0,True
rslora_v4_ck200,107,1100,1148,,0,0,0,0,0,0,0,True
rslora_v4_ck200,108,2524,2991,,1,4,0,0,0,0,5,False
rslora_v4_ck200,109,562,562,,0,0,0,0,0,0,0,True
rslora_v4_ck200,110,1426,1426,,0,0,0,0,0,0,0,True
rslora_v4_ck200,111,59,59,,0,0,0,0,0,0,0,True
rslora_v4_ck200,112,2212,3327,,0,6,0,0,0,0,6,False
rslora_v4_ck200,113,1238,1238,,0,0,0,0,0,0,0,True
rslora_v4_ck200,114,992,1048,,0,0,0,0,0,0,0,True
rslora_v4_ck200,115,1663,1663,,0,0,0,0,0,0,0,True
rslora_v4_ck200,116,649,755,,0,0,0,0,0,0,0,True
rslora_v4_ck200,117,1539,1539,,0,0,0,0,0,0,0,True
rslora_v4_ck200,118,1347,1443,,0,0,0,0,0,0,0,True
rslora_v4_ck200,119,1834,1904,,0,0,0,0,0,0,0,True
rslora_v4_ck200,120,2392,2392,,0,0,0,0,0,0,0,True
rslora_v4_ck200,121,1218,1218,,0,0,0,0,0,0,0,True
rslora_v4_ck200,122,1534,1693,,0,0,0,0,0,0,0,True
rslora_v4_ck200,123,1404,1404,,0,0,0,0,0,0,0,True
rslora_v4_ck200,124,96,111,,0,0,0,0,0,0,0,True
rslora_v4_ck200,125,1082,1082,,0,0,0,0,0,0,0,True
rslora_v4_ck200,126,563,610,,0,0,0,0,0,0,0,True
rslora_v4_ck200,127,655,655,,0,0,0,0,0,0,0,True
rslora_v4_ck200,128,982,982,,0,0,0,0,0,0,0,True
rslora_v4_ck200,129,638,638,,0,0,0,0,0,0,0,True
rslora_v4_ck200,130,646,646,,0,0,0,0,0,0,0,True
rslora_v4_ck200,131,1110,1110,,0,0,0,0,0,0,0,True
rslora_v4_ck200,132,1385,1497,,0,0,0,0,0,0,0,True
rslora_v4_ck200,133,645,679,,0,0,0,0,0,0,0,True
rslora_v4_ck200,134,741,856,,0,0,0,0,0,0,0,True
rslora_v4_ck200,135,1895,1972,,0,0,0,0,0,0,0,True
rslora_v4_ck200,136,667,676,,0,0,0,0,0,0,0,True
rslora_v4_ck200,137,874,874,,0,0,0,0,0,0,0,True
rslora_v4_ck200,138,329,334,,0,0,0,0,0,0,0,True
rslora_v4_ck200,139,1882,1954,,0,0,0,0,0,0,0,True
rslora_v4_ck200,140,2525,2767,,0,0,0,0,0,0,0,True
rslora_v4_ck200,141,267,275,,0,0,0,0,0,0,0,True
rslora_v4_ck200,142,1214,1214,,0,0,0,0,0,0,0,True
rslora_v4_ck200,143,1267,1517,,0,0,0,0,0,0,0,True
rslora_v4_ck200,144,433,433,,0,0,0,0,0,0,0,True
rslora_v4_ck200,145,2043,2205,,0,0,0,0,0,0,0,True
rslora_v4_ck200,146,2021,2102,,0,0,0,0,0,0,0,True
rslora_v4_ck200,147,1672,1980,,0,0,0,0,0,0,0,True
rslora_v4_ck200,148,337,337,,0,0,0,0,0,0,0,True
rslora_v4_ck200,149,2140,2140,,0,0,0,0,0,0,0,True
rslora_v4_ck200,150,1577,1904,,0,0,0,0,0,0,0,True
rslora_v4_ck200,151,2704,2842,,0,0,0,0,0,0,0,True
rslora_v4_ck200,152,1667,1667,,0,0,0,0,0,0,0,True
rslora_v4_ck200,153,1143,1216,,0,0,0,0,0,0,0,True
rslora_v4_ck200,154,1329,1463,,0,0,0,0,0,0,0,True
rslora_v4_ck200,155,517,544,,0,0,0,0,0,0,0,True
rslora_v4_ck200,156,2335,2651,,0,0,0,1,0,0,1,False
rslora_v4_ck200,157,557,557,,0,0,0,0,0,0,0,True
rslora_v4_ck200,158,1455,1561,,0,0,0,0,0,0,0,True
rslora_v4_ck200,159,507,569,,0,0,0,0,0,0,0,True
rslora_v4_ck200,160,22,22,,0,0,0,0,0,0,0,True
rslora_v4_ck200,161,1549,1699,,0,0,0,0,0,0,0,True
rslora_v4_ck200,162,155,181,,0,0,0,0,0,0,0,True
rslora_v4_ck200,163,658,670,,0,0,0,0,0,0,0,True
rslora_v4_ck200,164,287,299,,0,0,0,0,0,0,0,True
rslora_v4_ck200,165,1178,1178,,0,0,0,0,0,0,0,True
rslora_v4_ck200,166,815,839,,0,0,0,0,0,0,0,True
rslora_v4_ck200,167,142,142,,0,0,0,0,0,0,0,True
rslora_v4_ck200,168,2328,2328,,0,0,0,0,0,0,0,True
rslora_v4_ck200,169,2515,2515,,0,0,0,0,0,0,0,True
rslora_v4_ck200,170,1699,1699,,0,0,0,0,0,0,0,True
rslora_v4_ck200,171,1405,1463,,0,0,0,0,0,0,0,True
rslora_v4_ck200,172,1261,1440,,0,0,0,0,0,0,0,True
rslora_v4_ck200,173,788,788,,0,0,0,0,0,0,0,True
rslora_v4_ck200,174,1484,1562,,0,0,0,0,0,0,0,True
rslora_v4_ck200,175,2098,2305,,0,0,0,0,0,0,0,True
rslora_v4_ck200,176,895,957,,0,0,0,0,0,0,0,True
rslora_v4_ck200,177,1529,1768,,0,0,0,0,0,0,0,True
rslora_v4_ck200,178,1381,1472,,0,0,0,0,0,0,0,True
rslora_v4_ck200,179,3033,3407,,0,0,0,0,0,0,0,True
rslora_v4_ck200,180,1068,1068,,0,0,0,0,0,0,0,True
rslora_v4_ck200,181,265,282,,0,0,0,0,0,0,0,True
rslora_v4_ck200,182,2309,2309,,0,0,0,0,0,0,0,True
rslora_v4_ck200,183,490,522,,0,0,0,0,0,0,0,True
rslora_v4_ck200,184,383,385,,0,0,0,0,0,0,0,True
rslora_v4_ck200,185,140,140,,0,0,0,0,0,0,0,True
rslora_v4_ck200,186,1599,1921,,0,0,0,0,0,0,0,True
rslora_v4_ck200,187,829,859,,0,0,0,0,0,0,0,True
rslora_v4_ck200,188,1564,1656,,0,0,0,0,0,0,0,True
rslora_v4_ck200,189,1682,1824,,0,0,0,0,0,0,0,True
rslora_v4_ck200,190,1375,1400,,0,0,0,0,0,0,0,True
rslora_v4_ck200,191,817,934,,0,0,0,0,0,0,0,True
rslora_v4_ck200,192,1458,1544,,0,0,0,0,0,0,0,True
rslora_v4_ck200,193,543,543,,0,0,0,0,0,0,0,True
rslora_v4_ck200,194,1121,1121,,0,0,0,0,0,0,0,True
rslora_v4_ck200,195,1243,1404,,0,0,0,0,0,0,0,True
rslora_v4_ck200,196,861,878,,0,0,0,0,0,0,0,True
rslora_v4_ck200,197,360,403,,0,0,0,0,0,0,0,True
rslora_v4_ck200,198,2965,3304,,1,0,2,0,1,0,4,False
rslora_v4_ck200,199,431,475,,0,0,0,0,0,0,0,True
rslora_v4_ck250,0,1972,2061,,0,0,0,0,0,0,0,True
rslora_v4_ck250,1,120,120,,0,0,0,0,0,0,0,True
rslora_v4_ck250,2,76,76,,0,0,0,0,0,0,0,True
rslora_v4_ck250,3,2320,2320,,0,0,0,0,0,0,0,True
rslora_v4_ck250,4,2464,2539,,0,0,0,0,0,0,0,True
rslora_v4_ck250,5,1165,1357,,0,0,0,0,0,0,0,True
rslora_v4_ck250,6,1160,1258,,0,0,0,0,0,0,0,True
rslora_v4_ck250,7,673,673,,0,0,0,0,0,0,0,True
rslora_v4_ck250,8,1335,1366,,0,0,0,0,0,0,0,True
rslora_v4_ck250,9,90,105,,0,0,0,0,0,0,0,True
rslora_v4_ck250,10,939,939,,0,0,0,0,0,0,0,True
rslora_v4_ck250,11,741,741,,0,0,0,0,0,0,0,True
rslora_v4_ck250,12,92,92,,0,0,0,0,0,0,0,True
rslora_v4_ck250,13,4009,4496,,3,2,4,0,3,1,13,False
rslora_v4_ck250,14,1258,1342,,0,0,0,0,0,0,0,True
rslora_v4_ck250,15,1290,1290,,0,0,0,0,0,0,0,True
rslora_v4_ck250,16,1715,1921,,0,0,0,0,0,0,0,True
rslora_v4_ck250,17,1913,1913,,0,0,0,0,0,0,0,True
rslora_v4_ck250,18,571,571,,0,0,0,0,0,0,0,True
rslora_v4_ck250,19,2377,2377,,0,0,0,0,0,0,0,True
rslora_v4_ck250,20,1375,1375,,0,0,0,0,0,0,0,True
rslora_v4_ck250,21,1166,1166,,0,0,0,0,0,0,0,True
rslora_v4_ck250,22,2331,2938,,0,1,0,0,0,0,1,False
rslora_v4_ck250,23,1641,1679,,0,0,0,0,0,0,0,True
rslora_v4_ck250,24,868,868,,0,0,0,0,0,0,0,True
rslora_v4_ck250,25,1462,1462,,0,0,0,0,0,0,0,True
rslora_v4_ck250,26,3228,3871,,0,0,0,0,0,0,0,True
rslora_v4_ck250,27,1926,2256,,0,0,0,0,0,0,0,True
rslora_v4_ck250,28,1303,1336,,0,0,0,0,0,0,0,True
rslora_v4_ck250,29,1541,1933,,0,0,0,0,0,0,0,True
rslora_v4_ck250,30,2579,2782,,0,0,0,0,0,0,0,True
rslora_v4_ck250,31,1364,1633,,0,0,0,0,0,0,0,True
rslora_v4_ck250,32,817,822,,0,0,0,0,0,0,0,True
rslora_v4_ck250,33,2440,2440,,0,0,0,0,0,0,0,True
rslora_v4_ck250,34,1161,1240,,2,0,0,0,0,0,2,False
rslora_v4_ck250,35,567,573,,0,0,0,0,0,0,0,True
rslora_v4_ck250,36,2848,3009,,0,0,0,0,0,0,0,True
rslora_v4_ck250,37,955,1036,,0,0,0,0,0,0,0,True
rslora_v4_ck250,38,1257,1472,,0,0,0,0,0,0,0,True
rslora_v4_ck250,39,670,670,,0,0,0,0,0,0,0,True
rslora_v4_ck250,40,2019,2210,,0,0,0,0,0,0,0,True
rslora_v4_ck250,41,2732,2732,,0,0,0,0,0,0,0,True
rslora_v4_ck250,42,1993,2084,,0,0,0,0,0,0,0,True
rslora_v4_ck250,43,284,284,,0,0,0,0,0,0,0,True
rslora_v4_ck250,44,1289,1345,,0,0,0,0,0,0,0,True
rslora_v4_ck250,45,945,951,,0,0,0,0,0,0,0,True
rslora_v4_ck250,46,1921,2065,,0,0,0,0,0,0,0,True
rslora_v4_ck250,47,1664,1777,,0,0,0,0,0,0,0,True
rslora_v4_ck250,48,135,135,,0,0,0,0,0,0,0,True
rslora_v4_ck250,49,824,824,,0,0,0,0,0,0,0,True
rslora_v4_ck250,50,2367,4438,,0,189,32,102,10,12,345,False
rslora_v4_ck250,51,981,1045,,0,0,0,0,0,0,0,True
rslora_v4_ck250,52,2122,2384,,0,3,0,0,0,0,3,False
rslora_v4_ck250,53,694,694,,0,0,0,0,0,0,0,True
rslora_v4_ck250,54,1806,2159,,0,0,0,0,0,0,0,True
rslora_v4_ck250,55,143,168,,0,0,0,0,0,0,0,True
rslora_v4_ck250,56,2288,2709,,0,0,0,1,0,0,1,False
rslora_v4_ck250,57,592,610,,0,0,0,0,0,0,0,True
rslora_v4_ck250,58,198,214,,0,0,0,0,0,0,0,True
rslora_v4_ck250,59,586,607,,0,0,0,0,0,0,0,True
rslora_v4_ck250,60,165,165,,0,0,0,0,0,0,0,True
rslora_v4_ck250,61,164,164,,0,0,0,0,0,0,0,True
rslora_v4_ck250,62,1916,2087,,0,0,0,0,0,0,0,True
rslora_v4_ck250,63,496,503,,0,0,0,0,0,0,0,True
rslora_v4_ck250,64,1157,1157,,0,0,0,0,0,0,0,True
rslora_v4_ck250,65,2645,3105,,0,0,0,0,0,0,0,True
rslora_v4_ck250,66,1007,1007,,0,0,0,0,0,0,0,True
rslora_v4_ck250,67,716,750,,0,0,0,0,0,0,0,True
rslora_v4_ck250,68,872,1111,,0,1,0,0,0,0,1,False
rslora_v4_ck250,69,1286,1435,,0,2,0,0,0,0,2,False
rslora_v4_ck250,70,1834,1957,,0,0,0,0,0,0,0,True
rslora_v4_ck250,71,3031,3294,,0,0,0,0,0,0,0,True
rslora_v4_ck250,72,1869,1929,,0,0,0,0,0,0,0,True
rslora_v4_ck250,73,496,612,,0,0,0,0,0,0,0,True
rslora_v4_ck250,74,731,731,,0,0,0,0,0,0,0,True
rslora_v4_ck250,75,2569,2731,,0,0,0,0,0,0,0,True
rslora_v4_ck250,76,877,877,,0,0,0,0,0,0,0,True
rslora_v4_ck250,77,1879,1966,,0,0,0,0,0,0,0,True
rslora_v4_ck250,78,947,1046,,0,0,0,0,0,0,0,True
rslora_v4_ck250,79,789,849,,0,0,0,0,0,0,0,True
rslora_v4_ck250,80,655,683,,0,0,0,0,0,0,0,True
rslora_v4_ck250,81,1314,1503,,0,0,0,0,0,0,0,True
rslora_v4_ck250,82,279,299,,0,0,0,0,0,0,0,True
rslora_v4_ck250,83,2281,2281,,0,0,0,0,0,0,0,True
rslora_v4_ck250,84,551,551,,0,0,0,0,0,0,0,True
rslora_v4_ck250,85,1807,1807,,0,0,0,0,0,0,0,True
rslora_v4_ck250,86,860,860,,0,0,0,0,0,0,0,True
rslora_v4_ck250,87,3023,3497,,0,0,0,0,0,0,0,True
rslora_v4_ck250,88,1125,1125,,0,0,0,0,0,0,0,True
rslora_v4_ck250,89,1806,1806,,0,0,0,0,0,0,0,True
rslora_v4_ck250,90,873,873,,0,0,0,0,0,0,0,True
rslora_v4_ck250,91,2023,2116,,0,0,0,0,0,0,0,True
rslora_v4_ck250,92,939,1084,,0,0,0,0,0,0,0,True
rslora_v4_ck250,93,328,328,,0,0,0,1,0,0,1,False
rslora_v4_ck250,94,519,547,,0,0,0,0,0,0,0,True
rslora_v4_ck250,95,193,193,,0,0,0,0,0,0,0,True
rslora_v4_ck250,96,72,72,,0,0,0,0,0,0,0,True
rslora_v4_ck250,97,419,419,,0,0,0,0,0,0,0,True
rslora_v4_ck250,98,499,566,,0,0,0,0,0,0,0,True
rslora_v4_ck250,99,1806,1806,,0,0,0,0,0,0,0,True
rslora_v4_ck250,100,1356,1356,,0,0,0,0,0,0,0,True
rslora_v4_ck250,101,536,559,,0,0,0,0,0,0,0,True
rslora_v4_ck250,102,987,987,,0,0,0,0,0,0,0,True
rslora_v4_ck250,103,2179,2733,,0,0,0,0,0,0,0,True
rslora_v4_ck250,104,1236,1309,,0,0,0,0,0,0,0,True
rslora_v4_ck250,105,2102,2168,,0,0,0,0,0,0,0,True
rslora_v4_ck250,106,1037,1037,,0,0,0,0,0,0,0,True
rslora_v4_ck250,107,1100,1148,,0,0,0,0,0,0,0,True
rslora_v4_ck250,108,2524,4406,,0,183,47,130,13,25,398,False
rslora_v4_ck250,109,562,562,,0,0,0,0,0,0,0,True
rslora_v4_ck250,110,1426,1426,,0,0,0,0,0,0,0,True
rslora_v4_ck250,111,59,59,,0,0,0,0,0,0,0,True
rslora_v4_ck250,112,2212,2433,,0,0,0,0,0,0,0,True
rslora_v4_ck250,113,1238,1238,,0,0,0,0,0,0,0,True
rslora_v4_ck250,114,992,1068,,0,0,0,0,0,0,0,True
rslora_v4_ck250,115,1663,1820,,0,0,0,0,0,0,0,True
rslora_v4_ck250,116,649,736,,0,0,0,0,0,0,0,True
rslora_v4_ck250,117,1539,1539,,0,0,0,0,0,0,0,True
rslora_v4_ck250,118,1347,1443,,0,0,0,0,0,0,0,True
rslora_v4_ck250,119,1834,1904,,0,0,0,0,0,0,0,True
rslora_v4_ck250,120,2392,2392,,0,0,0,0,0,0,0,True
rslora_v4_ck250,121,1218,1218,,0,0,0,0,0,0,0,True
rslora_v4_ck250,122,1534,1693,,0,0,0,0,0,0,0,True
rslora_v4_ck250,123,1404,1404,,0,0,0,0,0,0,0,True
rslora_v4_ck250,124,96,111,,0,0,0,0,0,0,0,True
rslora_v4_ck250,125,1082,1082,,0,0,0,0,0,0,0,True
rslora_v4_ck250,126,563,589,,0,0,0,0,0,0,0,True
rslora_v4_ck250,127,655,655,,0,0,0,0,0,0,0,True
rslora_v4_ck250,128,982,982,,0,0,0,0,0,0,0,True
rslora_v4_ck250,129,638,638,,0,0,0,0,0,0,0,True
rslora_v4_ck250,130,646,646,,0,0,0,0,0,0,0,True
rslora_v4_ck250,131,1110,1110,,0,0,0,0,0,0,0,True
rslora_v4_ck250,132,1385,1566,,0,0,0,0,0,0,0,True
rslora_v4_ck250,133,645,682,,0,0,0,0,0,0,0,True
rslora_v4_ck250,134,741,876,,0,0,0,0,0,1,1,False
rslora_v4_ck250,135,1895,1972,,0,0,0,0,0,0,0,True
rslora_v4_ck250,136,667,676,,0,0,0,0,0,0,0,True
rslora_v4_ck250,137,874,874,,0,0,0,0,0,0,0,True
rslora_v4_ck250,138,329,329,,0,0,0,0,0,0,0,True
rslora_v4_ck250,139,1882,1954,,0,0,0,0,0,0,0,True
rslora_v4_ck250,140,2525,2782,,0,0,0,0,0,0,0,True
rslora_v4_ck250,141,267,275,,0,0,0,0,0,0,0,True
rslora_v4_ck250,142,1214,1214,,0,0,0,0,0,0,0,True
rslora_v4_ck250,143,1267,1466,,0,0,0,0,0,0,0,True
rslora_v4_ck250,144,433,433,,0,0,0,0,0,0,0,True
rslora_v4_ck250,145,2043,2205,,0,0,0,0,0,0,0,True
rslora_v4_ck250,146,2021,2333,,0,0,0,0,0,0,0,True
rslora_v4_ck250,147,1672,1768,,0,0,0,0,0,0,0,True
rslora_v4_ck250,148,337,337,,0,0,0,0,0,0,0,True
rslora_v4_ck250,149,2140,2140,,0,0,0,0,0,0,0,True
rslora_v4_ck250,150,1577,1904,,0,0,0,0,0,0,0,True
rslora_v4_ck250,151,2704,3247,,0,0,0,0,0,0,0,True
rslora_v4_ck250,152,1667,1667,,0,0,0,0,0,0,0,True
rslora_v4_ck250,153,1143,1216,,0,0,0,0,0,0,0,True
rslora_v4_ck250,154,1329,1463,,0,0,0,0,0,0,0,True
rslora_v4_ck250,155,517,544,,0,0,0,0,0,1,1,False
rslora_v4_ck250,156,2335,2560,,0,0,0,0,0,0,0,True
rslora_v4_ck250,157,557,557,,0,0,0,0,0,0,0,True
rslora_v4_ck250,158,1455,1586,,0,0,0,0,0,0,0,True
rslora_v4_ck250,159,507,569,,0,0,0,0,0,0,0,True
rslora_v4_ck250,160,22,22,,0,0,0,0,0,0,0,True
rslora_v4_ck250,161,1549,1739,,0,0,0,0,0,0,0,True
rslora_v4_ck250,162,155,186,,0,2,0,0,0,0,2,False
rslora_v4_ck250,163,658,790,,0,0,0,0,0,0,0,True
rslora_v4_ck250,164,287,299,,0,0,0,0,0,0,0,True
rslora_v4_ck250,165,1178,1178,,0,0,0,0,0,0,0,True
rslora_v4_ck250,166,815,839,,0,0,0,0,0,0,0,True
rslora_v4_ck250,167,142,142,,0,0,0,0,0,0,0,True
rslora_v4_ck250,168,2328,2328,,0,0,0,0,0,0,0,True
rslora_v4_ck250,169,2515,2515,,0,0,0,0,0,0,0,True
rslora_v4_ck250,170,1699,1699,,0,0,0,0,0,0,0,True
rslora_v4_ck250,171,1405,1488,,0,0,0,0,0,0,0,True
rslora_v4_ck250,172,1261,1440,,0,0,0,0,0,0,0,True
rslora_v4_ck250,173,788,788,,0,0,0,0,0,0,0,True
rslora_v4_ck250,174,1484,1562,,0,0,0,0,0,0,0,True
rslora_v4_ck250,175,2098,2248,,0,0,0,0,0,0,0,True
rslora_v4_ck250,176,895,957,,0,0,0,0,0,0,0,True
rslora_v4_ck250,177,1529,1715,,0,0,0,0,0,0,0,True
