model,method,idx,size,jobs,machines,feasible,true_makespan,pred_makespan,gap_pct,exact_makespan,ops_emitted,ops_expected,extra_ops,precedence_violations,routing_order_violations,timing_consistency_violations,machine_capacity_violations,missing_op_count,total_violations,gen_tokens,time_s
granite,rsLoRA,138,7x5,7,5,0,1493,2257,51.17,0,33,35,0,0,4,2,1,2,9,711,30.0
granite,rsLoRA,139,7x2,7,2,1,1230,1718,39.67,0,14,14,0,0,0,0,0,0,0,283,12.0
granite,rsLoRA,140,4x2,4,2,0,802,920,14.71,0,6,8,0,0,2,2,0,2,6,154,6.5
granite,rsLoRA,141,5x3,5,3,1,466,530,13.73,0,15,15,0,0,0,0,0,0,0,279,11.8
granite,rsLoRA,142,6x2,6,2,0,1434,1781,24.2,0,11,12,0,0,1,1,0,1,3,248,10.4
granite,rsLoRA,143,6x6,6,6,0,1654,4332,161.91,0,37,36,0,5,4,3,2,1,15,826,34.6
granite,rsLoRA,144,9x7,9,7,0,3094,18332,492.5,0,81,63,0,11,35,86,15,4,151,3648,153.0
granite,rsLoRA,145,8x3,8,3,0,2117,2489,17.57,0,18,24,0,0,2,3,0,6,11,437,18.6
granite,rsLoRA,146,8x3,8,3,0,931,1509,62.08,0,23,24,0,0,0,1,0,1,2,471,19.8
granite,rsLoRA,147,5x4,5,4,0,1336,1874,40.27,0,18,20,0,0,1,2,0,2,5,405,17.2
granite,rsLoRA,148,10x8,10,8,0,3185,9666,203.49,0,71,80,0,16,36,63,19,13,147,2862,120.2
granite,rsLoRA,149,10x2,10,2,0,856,852,-0.47,0,16,20,0,0,0,2,0,4,6,337,14.2
granite,rsLoRA,150,8x3,8,3,1,243,274,12.76,0,25,24,0,0,0,0,0,0,0,450,19.0
granite,rsLoRA,151,9x3,9,3,0,1376,1658,20.49,0,26,27,0,0,0,0,0,1,1,523,22.1
granite,rsLoRA,152,5x2,5,2,1,588,769,30.78,0,10,10,0,0,0,0,0,0,0,194,8.2
granite,rsLoRA,153,7x2,7,2,0,2058,2425,17.83,0,11,14,0,0,0,3,0,3,6,291,12.3
granite,rsLoRA,154,7x6,7,6,0,1331,8876,566.87,0,44,42,0,1,4,16,4,2,27,1241,52.1
granite,rsLoRA,155,8x2,8,2,0,2328,2571,10.44,0,15,16,0,0,1,1,0,1,3,330,14.0
granite,rsLoRA,156,6x6,6,6,0,1639,2757,68.21,0,37,36,0,0,5,1,0,1,7,782,33.0
granite,rsLoRA,157,7x4,7,4,1,804,952,18.41,0,28,28,0,0,0,0,0,0,0,535,22.5
granite,rsLoRA,158,8x7,8,7,0,254,749,194.88,0,104,56,0,1,8,1,4,2,16,2108,88.9
granite,rsLoRA,159,10x8,10,8,0,1617,10810,568.52,0,52,80,0,0,8,24,2,28,62,4096,172.9
granite,rsLoRA,160,10x4,10,4,0,801,1274,59.05,0,41,40,0,1,1,0,0,0,2,796,33.7
granite,rsLoRA,161,8x8,8,8,0,1695,2357,39.06,0,59,64,0,7,24,6,5,7,49,1339,56.2
granite,rsLoRA,162,6x6,6,6,0,1383,1643,18.8,0,34,36,0,0,2,0,0,2,4,679,28.8
granite,rsLoRA,163,7x7,7,7,0,2859,6096,113.22,0,37,49,0,6,25,14,4,12,61,1061,44.7
granite,rsLoRA,164,10x2,10,2,0,873,1078,23.48,0,17,20,0,0,0,1,0,3,4,346,14.6
granite,rsLoRA,165,5x3,5,3,0,543,543,0.0,1,15,15,0,1,0,0,0,0,1,288,12.2
granite,rsLoRA,166,4x4,4,4,0,412,504,22.33,0,15,16,0,0,2,1,0,1,4,287,12.1
granite,rsLoRA,167,10x2,10,2,0,583,753,29.16,0,19,20,0,0,0,0,0,1,1,357,15.1
granite,rsLoRA,168,9x7,9,7,0,615,5498,793.98,0,92,63,0,0,11,12,1,0,24,2057,86.7
granite,rsLoRA,169,5x2,5,2,1,545,564,3.49,0,10,10,0,0,0,0,0,0,0,189,8.0
granite,rsLoRA,170,9x6,9,6,0,1799,10500,483.66,0,44,54,0,1,10,19,8,12,50,1308,55.0
granite,rsLoRA,171,2x2,2,2,1,72,72,0.0,1,4,4,0,0,0,0,0,0,0,66,2.8
granite,rsLoRA,172,10x7,10,7,0,2254,17923,695.16,0,98,70,0,17,44,84,38,0,183,3894,164.2
granite,rsLoRA,173,8x3,8,3,1,870,1068,22.76,0,24,24,0,0,0,0,0,0,0,462,19.5
granite,rsLoRA,174,8x8,8,8,0,1258,3010,139.27,0,66,64,0,3,21,6,5,3,38,1499,63.1
granite,rsLoRA,175,8x7,8,7,0,612,3326,443.46,0,132,56,0,14,28,3,34,0,79,3005,126.8
granite,rsLoRA,176,10x10,10,10,0,359,525,46.24,0,72,100,0,4,34,2,2,28,70,2095,88.5
granite,rsLoRA,177,10x8,10,8,0,57,128,124.56,0,107,80,0,0,7,0,0,1,8,1728,72.6
granite,rsLoRA,178,5x5,5,5,0,1420,2148,51.27,0,27,25,0,0,1,2,0,1,4,600,25.4
granite,rsLoRA,179,9x7,9,7,0,1867,5252,181.31,0,63,63,0,12,27,18,11,3,71,1669,70.3
granite,rsLoRA,180,8x5,8,5,1,441,931,111.11,0,44,40,0,0,0,0,0,0,0,812,34.1
granite,rsLoRA,181,9x4,9,4,0,1052,1485,41.16,0,32,36,0,0,1,0,0,4,5,636,26.9
granite,rsLoRA,182,3x2,3,2,1,162,162,0.0,1,6,6,0,0,0,0,0,0,0,108,4.6
granite,rsLoRA,183,10x2,10,2,1,1527,1657,8.51,0,20,20,0,0,0,0,0,0,0,401,17.0
granite,rsLoRA,184,7x6,7,6,0,667,1036,55.32,0,42,42,0,0,0,0,2,0,2,789,33.1
granite,rsLoRA,185,7x4,7,4,0,1851,3558,92.22,0,27,28,0,1,3,7,2,2,15,702,29.5
granite,rsLoRA,186,6x4,6,4,0,1335,1731,29.66,0,23,24,0,0,0,2,1,1,4,509,21.4
granite,rsLoRA,187,10x7,10,7,0,2042,164393,7950.59,0,39,70,0,0,6,84,0,31,121,2761,115.9
granite,rsLoRA,188,8x5,8,5,0,1700,2608,53.41,0,33,40,0,1,11,6,1,7,26,802,33.6
granite,rsLoRA,189,7x2,7,2,0,1390,1857,33.6,0,13,14,0,0,1,1,0,1,3,291,12.3
granite,rsLoRA,190,7x4,7,4,0,1296,1558,20.22,0,26,28,0,3,4,2,2,2,13,564,23.7
granite,rsLoRA,191,4x3,4,3,1,1451,1456,0.34,0,12,12,0,0,0,0,0,0,0,243,10.2
granite,rsLoRA,192,4x4,4,4,1,143,193,34.97,0,17,16,0,0,0,0,0,0,0,296,12.5
granite,rsLoRA,193,9x4,9,4,0,860,1099,27.79,0,32,36,0,1,1,1,0,4,7,633,26.7
granite,rsLoRA,194,4x3,4,3,0,1187,1557,31.17,0,11,12,0,0,1,1,0,1,3,243,10.3
granite,rsLoRA,195,10x8,10,8,0,219,515,135.16,0,122,80,0,2,12,1,3,1,19,2276,96.0
granite,rsLoRA,196,6x5,6,5,0,2582,5992,132.07,0,24,30,0,0,7,10,0,6,23,707,29.7
granite,rsLoRA,197,10x7,10,7,0,1876,14904,694.46,0,74,70,0,7,32,65,17,7,128,3058,128.6
granite,rsLoRA,198,9x4,9,4,0,1888,2421,28.23,0,30,36,0,0,2,6,0,6,14,748,31.4
granite,rsLoRA,199,5x5,5,5,0,402,402,0.0,1,24,25,0,0,0,1,0,1,2,462,19.4
granite,rsLoRA,200,8x6,8,6,0,1622,2513,54.93,0,40,48,0,0,5,7,0,8,20,949,39.9
ministral,LoRA,1,7x3,7,3,1,977,977,0.0,1,21,21,0,0,0,0,0,0,0,356,16.6
ministral,LoRA,2,7x7,7,7,1,941,960,2.02,0,49,49,0,0,0,0,0,0,0,833,32.5
ministral,LoRA,3,6x2,6,2,1,1402,1402,0.0,1,12,12,0,0,0,0,0,0,0,211,8.3
ministral,LoRA,4,6x3,6,3,1,1565,1616,3.26,0,18,18,0,0,0,0,0,0,0,335,13.1
ministral,LoRA,5,5x4,5,4,1,1286,1294,0.62,0,20,20,0,0,0,0,0,0,0,358,14.0
ministral,LoRA,6,6x2,6,2,1,449,449,0.0,1,12,12,0,0,0,0,0,0,0,198,7.8
ministral,LoRA,7,8x5,8,5,1,462,554,19.91,0,40,40,0,0,0,0,0,0,0,655,25.5
ministral,LoRA,8,6x3,6,3,1,498,498,0.0,1,18,18,0,0,0,0,0,0,0,300,11.7
ministral,LoRA,9,8x4,8,4,1,1157,1217,5.19,0,32,32,0,0,0,0,0,0,0,557,21.9
ministral,LoRA,10,3x2,3,2,1,71,71,0.0,1,6,6,0,0,0,0,0,0,0,87,3.4
ministral,LoRA,11,3x3,3,3,1,146,146,0.0,1,9,9,0,0,0,0,0,0,0,136,5.3
ministral,LoRA,12,4x2,4,2,1,409,409,0.0,1,8,8,0,0,0,0,0,0,0,134,5.3
ministral,LoRA,13,6x3,6,3,1,1289,1289,0.0,1,18,18,0,0,0,0,0,0,0,323,12.6
ministral,LoRA,14,4x2,4,2,1,525,525,0.0,1,8,8,0,0,0,0,0,0,0,137,5.4
ministral,LoRA,15,10x5,10,5,1,854,919,7.61,0,50,50,0,0,0,0,0,0,0,842,33.0
ministral,LoRA,16,8x5,8,5,1,2499,2934,17.41,0,40,40,0,0,0,0,0,0,0,756,29.6
ministral,LoRA,17,9x8,9,8,1,1223,1434,17.25,0,72,72,0,0,0,0,0,0,0,1275,50.0
ministral,LoRA,18,10x6,10,6,1,955,1091,14.24,0,60,60,0,0,0,0,0,0,0,1023,39.9
ministral,LoRA,19,3x2,3,2,1,332,332,0.0,1,6,6,0,0,0,0,0,0,0,101,4.0
ministral,LoRA,20,9x4,9,4,1,686,686,0.0,1,36,36,0,0,0,0,0,0,0,603,23.7
ministral,LoRA,21,8x2,8,2,1,358,358,0.0,1,16,16,0,0,0,0,0,0,0,261,10.2
ministral,LoRA,22,9x3,9,3,1,2396,2650,10.6,0,27,27,0,0,0,0,0,0,0,485,19.0
ministral,LoRA,23,10x8,10,8,0,127,156,22.83,0,75,80,0,0,0,0,0,8,8,1116,43.8
ministral,LoRA,24,9x6,9,6,1,2960,3273,10.57,0,54,54,0,0,0,0,0,0,0,1026,40.0
ministral,LoRA,25,6x6,6,6,1,1402,1548,10.41,0,36,36,0,0,0,0,0,0,0,628,24.4
ministral,LoRA,26,10x8,10,8,1,374,442,18.18,0,80,80,0,0,0,0,0,0,0,1297,50.8
ministral,LoRA,27,8x4,8,4,1,2277,2630,15.5,0,32,32,0,0,0,0,0,0,0,599,23.5
ministral,LoRA,28,9x8,9,8,1,490,547,11.63,0,72,72,0,0,0,0,0,0,0,1172,45.6
ministral,LoRA,29,5x2,5,2,1,755,755,0.0,1,10,10,0,0,0,0,0,0,0,172,6.7
ministral,LoRA,30,10x6,10,6,1,2566,3089,20.38,0,60,60,0,0,0,0,0,0,0,1121,43.7
ministral,LoRA,31,6x2,6,2,1,280,280,0.0,1,12,12,0,0,0,0,0,0,0,189,7.4
ministral,LoRA,32,9x7,9,7,1,1651,1826,10.6,0,63,63,0,0,0,0,0,0,0,1133,44.3
ministral,LoRA,33,9x2,9,2,1,300,300,0.0,1,18,18,0,0,0,0,0,0,0,287,11.2
ministral,LoRA,34,7x5,7,5,1,1580,1737,9.94,0,35,35,0,0,0,0,0,0,0,642,25.1
ministral,LoRA,35,8x8,8,8,1,427,446,4.45,0,64,64,0,0,0,0,0,0,0,1033,40.3
ministral,LoRA,36,9x9,9,9,0,2614,3233,23.68,0,81,81,0,0,0,0,1,0,1,1515,59.1
ministral,LoRA,37,10x5,10,5,1,65,66,1.54,0,50,50,0,0,0,0,0,0,0,693,27.0
ministral,LoRA,38,9x3,9,3,1,521,565,8.45,0,27,27,0,0,0,0,0,0,0,445,17.4
ministral,LoRA,39,4x2,4,2,1,309,309,0.0,1,8,8,0,0,0,0,0,0,0,133,5.2
ministral,LoRA,40,10x5,10,5,1,2180,2180,0.0,1,51,50,0,0,0,0,0,0,0,931,36.2
ministral,LoRA,41,9x2,9,2,1,1709,1709,0.0,1,18,18,0,0,0,0,0,0,0,326,12.7
ministral,LoRA,42,6x3,6,3,1,1271,1281,0.79,0,18,18,0,0,0,0,0,0,0,324,12.6
ministral,LoRA,43,5x4,5,4,1,1442,1522,5.55,0,20,20,0,0,0,0,0,0,0,367,14.3
ministral,LoRA,44,8x2,8,2,1,1525,1525,0.0,1,16,16,0,0,0,0,0,0,0,284,11.1
ministral,LoRA,45,7x2,7,2,1,523,523,0.0,1,14,14,0,0,0,0,0,0,0,230,9.0
ministral,LoRA,46,9x8,9,8,1,857,884,3.15,0,72,72,0,0,0,0,0,0,0,1212,47.2
ministral,LoRA,47,7x3,7,3,1,1019,1047,2.75,0,21,21,0,0,0,0,0,0,0,359,14.1
ministral,LoRA,48,10x4,10,4,1,2597,2641,1.69,0,40,40,0,0,0,0,0,0,0,744,29.0
ministral,LoRA,49,7x7,7,7,1,2987,3432,14.9,0,49,49,0,0,0,0,0,0,0,938,36.5
ministral,LoRA,50,6x6,6,6,1,2590,2899,11.93,0,36,36,0,0,0,0,0,0,0,679,26.6
ministral,LoRA,51,9x2,9,2,1,1430,1430,0.0,1,18,18,0,0,0,0,0,0,0,315,12.3
ministral,LoRA,52,4x3,4,3,1,435,435,0.0,1,12,12,0,0,0,0,0,0,0,206,8.1
ministral,LoRA,53,10x2,10,2,1,1598,1598,0.0,1,20,20,0,0,0,0,0,0,0,350,13.6
ministral,LoRA,54,9x8,9,8,1,422,529,25.36,0,73,72,0,0,0,0,0,0,0,1192,46.2
ministral,LoRA,55,7x5,7,5,1,1365,1370,0.37,0,35,35,0,0,0,0,0,0,0,609,23.7
ministral,LoRA,56,10x10,10,10,0,1077,1790,66.2,0,119,100,0,1,16,0,2,0,19,2078,80.8
ministral,LoRA,57,10x9,10,9,0,242,676,179.34,0,163,90,0,0,0,1,1,0,2,2638,103.0
ministral,LoRA,58,6x2,6,2,1,727,727,0.0,1,12,12,0,0,0,0,0,0,0,207,8.1
ministral,LoRA,59,7x3,7,3,1,861,869,0.93,0,21,21,0,0,0,0,0,0,0,362,14.1
ministral,LoRA,60,10x10,10,10,0,2466,7566,206.81,0,199,100,0,15,40,15,54,0,124,4096,159.2
ministral,LoRA,61,6x4,6,4,1,693,713,2.89,0,24,24,0,0,0,0,0,0,0,403,15.8
ministral,LoRA,62,7x7,7,7,1,1466,1650,12.55,0,49,49,0,0,0,0,0,0,0,881,34.5
ministral,LoRA,63,6x3,6,3,1,45,45,0.0,1,18,18,0,0,0,0,0,0,0,248,9.7
ministral,LoRA,64,7x6,7,6,1,1819,2068,13.69,0,42,42,0,0,0,0,0,0,0,771,30.2
ministral,LoRA,65,10x6,10,6,1,591,721,22.0,0,60,60,0,0,0,0,0,0,0,986,38.4
ministral,LoRA,66,10x8,10,8,1,532,663,24.62,0,80,80,0,0,0,0,0,0,0,1305,50.9
ministral,LoRA,67,6x6,6,6,1,1064,1238,16.35,0,36,36,0,0,0,0,0,0,0,628,24.4
ministral,LoRA,68,6x3,6,3,1,1157,1324,14.43,0,18,18,0,0,0,0,0,0,0,313,12.3
ministral,LoRA,69,3x2,3,2,1,1121,1121,0.0,1,6,6,0,0,0,0,0,0,0,107,4.2
ministral,LoRA,70,5x2,5,2,1,545,602,10.46,0,10,10,0,0,0,0,0,0,0,170,6.6
ministral,LoRA,71,5x5,5,5,1,1016,1179,16.04,0,25,25,0,0,0,0,0,0,0,438,17.1
ministral,LoRA,72,7x2,7,2,1,674,712,5.64,0,14,14,0,0,0,0,0,0,0,237,9.3
ministral,LoRA,73,6x5,6,5,1,340,360,5.88,0,30,30,0,0,0,0,0,0,0,486,19.0
ministral,LoRA,74,6x5,6,5,1,329,374,13.68,0,30,30,0,0,0,0,0,0,0,486,19.0
ministral,LoRA,75,5x2,5,2,1,1621,1621,0.0,1,10,10,0,0,0,0,0,0,0,178,7.0
ministral,LoRA,76,5x5,5,5,1,744,858,15.32,0,25,25,0,0,0,0,0,0,0,428,16.7
ministral,LoRA,77,10x8,10,8,0,2435,2771,13.8,0,73,80,0,0,0,0,0,7,7,1364,53.3
ministral,LoRA,78,2x2,2,2,1,698,698,0.0,1,4,4,0,0,0,0,0,0,0,69,2.7
ministral,LoRA,79,8x6,8,6,1,1414,1494,5.66,0,48,48,0,0,0,0,0,0,0,855,33.5
ministral,LoRA,80,8x5,8,5,1,2241,2314,3.26,0,40,40,0,0,0,0,0,0,0,742,28.9
ministral,LoRA,81,3x2,3,2,1,364,364,0.0,1,6,6,0,0,0,0,0,0,0,104,4.1
ministral,LoRA,82,10x8,10,8,1,4012,4604,14.76,0,81,80,0,0,0,0,0,0,0,1547,60.5
ministral,LoRA,83,4x2,4,2,1,338,338,0.0,1,8,8,0,0,0,0,0,0,0,134,5.3
ministral,LoRA,84,4x2,4,2,1,930,930,0.0,1,8,8,0,0,0,0,0,0,0,140,5.5
ministral,LoRA,85,9x8,9,8,1,2063,2365,14.64,0,72,72,0,0,0,0,0,0,0,1335,52.1
ministral,LoRA,86,8x4,8,4,1,495,516,4.24,0,32,32,0,0,0,0,0,0,0,529,20.6
ministral,LoRA,87,9x7,9,7,1,1884,2170,15.18,0,63,63,0,0,0,0,0,0,0,1158,45.2
ministral,LoRA,88,6x3,6,3,1,1328,1328,0.0,1,18,18,0,0,0,0,0,0,0,318,12.4
ministral,LoRA,89,9x4,9,4,1,250,273,9.2,0,36,36,0,0,0,0,0,0,0,573,22.4
ministral,LoRA,90,4x2,4,2,1,301,386,28.24,0,8,8,0,0,0,0,0,0,0,133,5.2
ministral,LoRA,91,7x7,7,7,1,1685,1788,6.11,0,49,49,0,0,0,0,0,0,0,899,35.0
ministral,LoRA,92,10x10,10,10,0,2329,3009,29.2,0,101,100,0,0,3,0,0,1,4,1890,73.9
ministral,LoRA,93,8x7,8,7,1,2787,3013,8.11,0,56,56,0,0,0,0,0,0,0,1056,41.3
ministral,LoRA,94,5x2,5,2,1,177,177,0.0,1,10,10,0,0,0,0,0,0,0,157,6.1
ministral,LoRA,95,9x4,9,4,1,706,747,5.81,0,36,36,0,0,0,0,0,0,0,597,23.3
ministral,LoRA,96,4x2,4,2,1,822,837,1.82,0,8,8,0,0,0,0,0,0,0,138,5.4
ministral,LoRA,97,10x9,10,9,0,571,1915,235.38,0,192,90,0,0,0,0,1,0,1,3347,130.3
ministral,LoRA,98,5x3,5,3,0,422,422,0.0,1,14,15,0,0,2,1,0,1,4,248,9.7
ministral,LoRA,99,6x2,6,2,1,895,1040,16.2,0,12,12,0,0,0,0,0,0,0,212,8.3
ministral,LoRA,100,8x7,8,7,1,2448,2761,12.79,0,56,56,0,0,0,0,0,0,0,1041,40.4
ministral,LoRA,101,10x8,10,8,1,2704,3523,30.29,0,80,80,0,0,0,0,0,0,0,1509,58.5
ministral,LoRA,102,9x7,9,7,1,999,1180,18.12,0,63,63,0,0,0,0,0,0,0,1087,42.6
ministral,LoRA,103,8x7,8,7,1,1063,1137,6.96,0,56,56,0,0,0,0,0,0,0,972,37.8
ministral,LoRA,104,6x6,6,6,1,1136,1209,6.43,0,36,36,0,0,0,0,0,0,0,614,24.0
ministral,LoRA,105,10x7,10,7,1,2374,2682,12.97,0,70,70,0,0,0,0,0,0,0,1318,51.3
ministral,LoRA,106,10x4,10,4,1,445,445,0.0,1,40,40,0,0,0,0,0,0,0,642,25.1
ministral,LoRA,107,4x2,4,2,1,435,435,0.0,1,8,8,0,0,0,0,0,0,0,136,5.3
ministral,LoRA,108,6x5,6,5,1,1605,1752,9.16,0,30,30,0,0,0,0,0,0,0,549,21.4
ministral,LoRA,109,9x4,9,4,1,1757,1823,3.76,0,36,36,0,0,0,0,0,0,0,647,25.3
ministral,LoRA,110,8x6,8,6,1,1637,1675,2.32,0,48,48,0,0,0,0,0,0,0,878,34.3
ministral,LoRA,111,9x8,9,8,1,154,169,9.74,0,72,72,0,0,0,0,0,0,0,1088,42.7
ministral,LoRA,112,8x6,8,6,1,2959,3098,4.7,0,48,48,0,0,0,0,0,0,0,915,35.8
ministral,LoRA,113,5x2,5,2,1,947,947,0.0,1,10,10,0,0,0,0,0,0,0,176,6.9
ministral,LoRA,114,10x2,10,2,1,958,1016,6.05,0,20,20,0,0,0,0,0,0,0,340,13.3
ministral,LoRA,115,10x6,10,6,1,639,789,23.47,0,60,60,0,0,0,0,0,0,0,993,38.7
ministral,LoRA,116,6x3,6,3,1,753,753,0.0,1,18,18,0,0,0,0,0,0,0,305,11.9
ministral,LoRA,117,9x8,9,8,1,878,1031,17.43,0,72,72,0,0,0,0,0,0,0,1207,47.2
ministral,LoRA,118,7x5,7,5,1,1561,1650,5.7,0,35,35,0,0,0,0,0,0,0,631,24.6
ministral,LoRA,119,6x5,6,5,1,1504,1712,13.83,0,30,30,0,0,0,0,0,0,0,529,20.6
ministral,LoRA,120,10x10,10,10,0,157,613,290.45,0,256,100,0,0,5,0,0,1,6,4096,159.3
ministral,LoRA,121,7x4,7,4,1,1041,1171,12.49,0,28,28,0,0,0,0,0,0,0,490,19.2
ministral,LoRA,122,9x3,9,3,1,53,56,5.66,0,27,27,0,0,0,0,0,0,0,371,14.5
ministral,LoRA,123,7x3,7,3,1,356,356,0.0,1,21,21,0,0,0,0,0,0,0,334,13.1
ministral,LoRA,124,9x6,9,6,1,486,571,17.49,0,54,54,0,0,0,0,0,0,0,889,34.8
ministral,LoRA,125,7x4,7,4,1,1681,1778,5.77,0,28,28,0,0,0,0,0,0,0,512,20.0
ministral,LoRA,126,6x3,6,3,1,890,890,0.0,1,18,18,0,0,0,0,0,0,0,305,11.9
ministral,LoRA,127,9x3,9,3,1,1315,1431,8.82,0,27,27,0,0,0,0,0,0,0,477,18.6
ministral,LoRA,128,9x9,9,9,0,520,1087,109.04,0,116,81,0,0,0,1,0,0,1,1926,75.1
ministral,LoRA,129,5x3,5,3,1,972,972,0.0,1,15,15,0,0,0,0,0,0,0,260,10.2
ministral,LoRA,130,7x5,7,5,1,58,63,8.62,0,35,35,0,0,0,0,0,0,0,490,19.2
ministral,LoRA,131,4x2,4,2,1,59,59,0.0,1,8,8,0,0,0,0,0,0,0,118,4.6
ministral,LoRA,132,8x8,8,8,1,2917,3383,15.98,0,64,64,0,0,0,0,0,0,0,1210,47.3
ministral,LoRA,133,10x10,10,10,0,3106,4315,38.92,0,104,100,0,3,14,1,1,1,20,1990,77.6
ministral,LoRA,134,9x3,9,3,1,1271,1296,1.97,0,27,27,0,0,0,0,0,0,0,476,18.6
ministral,LoRA,135,8x8,8,8,1,2891,3470,20.03,0,64,64,0,0,0,0,0,0,0,1222,47.5
ministral,LoRA,136,7x6,7,6,1,1810,1936,6.96,0,42,42,0,0,0,0,0,0,0,768,30.0
ministral,LoRA,137,9x7,9,7,1,2875,2927,1.81,0,63,63,0,0,0,0,0,0,0,1178,46.0
ministral,LoRA,138,7x5,7,5,1,1493,1560,4.49,0,35,35,0,0,0,0,0,0,0,628,24.5
ministral,LoRA,139,7x2,7,2,1,1230,1436,16.75,0,14,14,0,0,0,0,0,0,0,249,9.8
ministral,LoRA,140,4x2,4,2,1,802,802,0.0,1,8,8,0,0,0,0,0,0,0,138,5.4
ministral,LoRA,141,5x3,5,3,1,466,466,0.0,1,15,15,0,0,0,0,0,0,0,249,9.8
ministral,LoRA,142,6x2,6,2,1,1434,1440,0.42,0,12,12,0,0,0,0,0,0,0,215,8.4
ministral,LoRA,143,6x6,6,6,1,1654,1654,0.0,1,36,36,0,0,0,0,0,0,0,662,25.9
ministral,LoRA,144,9x7,9,7,1,3094,3739,20.85,0,63,63,0,0,0,0,0,0,0,1186,46.0
ministral,LoRA,145,8x3,8,3,1,2117,2117,0.0,1,24,24,0,0,0,0,0,0,0,446,17.4
ministral,LoRA,146,8x3,8,3,1,931,945,1.5,0,24,24,0,0,0,0,0,0,0,412,16.1
ministral,LoRA,147,5x4,5,4,1,1336,1336,0.0,1,20,20,0,0,0,0,0,0,0,359,14.0
ministral,LoRA,148,10x8,10,8,0,3185,9361,193.91,0,91,80,0,8,24,11,9,0,52,1960,76.3
ministral,LoRA,149,10x2,10,2,1,856,856,0.0,1,20,20,0,0,0,0,0,0,0,325,12.7
ministral,LoRA,150,8x3,8,3,1,243,243,0.0,1,24,24,0,0,0,0,0,0,0,377,14.7
ministral,LoRA,151,9x3,9,3,1,1376,1376,0.0,1,27,27,0,0,0,0,0,0,0,477,18.7
ministral,LoRA,152,5x2,5,2,1,588,674,14.63,0,10,10,0,0,0,0,0,0,0,173,6.8
ministral,LoRA,153,7x2,7,2,1,2058,2058,0.0,1,14,14,0,0,0,0,0,0,0,259,10.1
ministral,LoRA,154,7x6,7,6,1,1331,1419,6.61,0,42,42,0,0,0,0,0,0,0,740,28.8
ministral,LoRA,155,8x2,8,2,1,2328,2328,0.0,1,16,16,0,0,0,0,0,0,0,289,11.3
ministral,LoRA,156,6x6,6,6,1,1639,1687,2.93,0,36,36,0,0,0,0,0,0,0,659,25.7
ministral,LoRA,157,7x4,7,4,1,804,824,2.49,0,28,28,0,0,0,0,0,0,0,480,18.8
ministral,LoRA,158,8x7,8,7,1,254,297,16.93,0,56,56,0,0,0,0,0,0,0,897,35.0
ministral,LoRA,159,10x8,10,8,1,1617,1782,10.2,0,80,80,0,0,0,0,0,0,0,1429,55.6
ministral,LoRA,160,10x4,10,4,1,801,857,6.99,0,40,40,0,0,0,0,0,0,0,681,26.5
ministral,LoRA,161,8x8,8,8,1,1695,1864,9.97,0,64,64,0,0,0,0,0,0,0,1165,45.5
ministral,LoRA,162,6x6,6,6,1,1383,1442,4.27,0,36,36,0,0,0,0,0,0,0,642,25.0
ministral,LoRA,163,7x7,7,7,1,2859,3361,17.56,0,49,49,0,0,0,0,0,0,0,921,35.8
ministral,LoRA,164,10x2,10,2,1,873,873,0.0,1,20,20,0,0,0,0,0,0,0,339,13.3
ministral,LoRA,165,5x3,5,3,1,543,543,0.0,1,15,15,0,0,0,0,0,0,0,258,10.1
ministral,LoRA,166,4x4,4,4,1,412,460,11.65,0,16,16,0,0,0,0,0,0,0,256,10.0
ministral,LoRA,167,10x2,10,2,1,583,595,2.06,0,20,20,0,0,0,0,0,0,0,331,13.0
ministral,LoRA,168,9x7,9,7,1,615,753,22.44,0,63,63,0,0,0,0,0,0,0,1035,40.5
ministral,LoRA,169,5x2,5,2,1,545,545,0.0,1,10,10,0,0,0,0,0,0,0,169,6.6
ministral,LoRA,170,9x6,9,6,1,1799,2145,19.23,0,54,54,0,0,0,0,0,0,0,982,38.4
ministral,LoRA,171,2x2,2,2,1,72,72,0.0,1,4,4,0,0,0,0,0,0,0,58,2.3
ministral,LoRA,172,10x7,10,7,1,2254,2644,17.3,0,70,70,0,0,0,0,0,0,0,1310,51.0
ministral,LoRA,173,8x3,8,3,1,870,870,0.0,1,24,24,0,0,0,0,0,0,0,406,15.9
ministral,LoRA,174,8x8,8,8,1,1258,1345,6.92,0,64,64,0,0,0,0,0,0,0,1111,43.3
ministral,LoRA,175,8x7,8,7,1,612,694,13.4,0,56,56,0,0,0,0,0,0,0,916,35.5
ministral,LoRA,176,10x10,10,10,0,359,567,57.94,0,105,100,0,0,1,0,2,1,4,1692,65.6
ministral,LoRA,177,10x8,10,8,1,57,64,12.28,0,80,80,0,0,0,0,0,0,0,1098,42.9
ministral,LoRA,178,5x5,5,5,1,1420,1428,0.56,0,25,25,0,0,0,0,0,0,0,448,17.5
ministral,LoRA,179,9x7,9,7,1,1867,2096,12.27,0,63,63,0,0,0,0,0,0,0,1160,45.3
ministral,LoRA,180,8x5,8,5,1,441,447,1.36,0,40,40,0,0,0,0,0,0,0,657,25.6
ministral,LoRA,181,9x4,9,4,1,1052,1106,5.13,0,36,36,0,0,0,0,0,0,0,625,24.4
ministral,LoRA,182,3x2,3,2,1,162,162,0.0,1,6,6,0,0,0,0,0,0,0,96,3.8
